nombre_poblacion,nombre_provincia,temp_max,hora_temp_max,temp_min,hora_temp_min,precipitacion,fecha
La Rambla,Córdoba,27.4,16:00,11.0,16:00,0.0,2017-10-30
Beteta,Cuenca,16.8,15:20,1.5,15:20,0.0,2017-10-30
Cañizares,Cuenca,22.3,15:30,2.7,15:30,0.0,2017-10-30
Tarancón,Cuenca,22.8,15:30,8.6,15:30,0.0,2017-10-30
Alcázar del Rey,Cuenca,21.3,15:30,8.4,15:30,0.0,2017-10-30
Abia de Obispalia,Cuenca,22.2,16:00,5.7,16:00,0.0,2017-10-30
Villares del Saz,Cuenca,21.7,15:10,8.4,15:10,0.0,2017-10-30
Alberca de Zancara,Cuenca,19.4,16:00,9.9,16:00,0.0,2017-10-30
San Clemente,Cuenca,21.4,17:00,7.9,17:00,0.0,2017-10-30
Osa de la Vega,Cuenca,20.7,16:30,7.4,16:30,0.0,2017-10-30
Cuenca,Cuenca,21.9,16:20,7.9,16:20,0.0,2017-10-30
Motilla del Palancar,Cuenca,21.3,16:10,8.6,16:10,0.0,2017-10-30
Salvacañete,Cuenca,19.6,15:10,0.5,15:10,0.0,2017-10-30
Mira,Cuenca,22.3,16:20,2.5,16:20,0.0,2017-10-30
Irún,Gipuzkoa,16.5,14:30,10.9,14:30,4.6,2017-10-30
San Sebastián Aeropuerto,Gipuzkoa,18.1,14:00,9.6,14:00,0.0,2017-10-30
Renteria,Gipuzkoa,15.9,14:40,7.0,14:40,4.4,2017-10-30
Beasain,Gipuzkoa,15.4,12:30,7.7,12:30,2.8,2017-10-30
Ordizia,Gipuzkoa,15.9,12:30,8.3,12:30,2.8,2017-10-30
Zumarraga,Gipuzkoa,12.9,10:30,6.7,10:30,3.3,2017-10-30
Zumaia,Gipuzkoa,17.3,11:30,10.0,11:30,6.2,2017-10-30
Aretxabaleta,Gipuzkoa,13.3,13:20,6.8,13:20,2.5,2017-10-30
Elgeta,Gipuzkoa,12.7,12:50,8.0,12:50,5.8,2017-10-30
Elgoibar,Gipuzkoa,13.2,16:50,7.6,16:50,4.0,2017-10-30
Mutriku,Gipuzkoa,15.9,14:40,12.6,14:40,6.0,2017-10-30
Blanes,Girona,22.7,13:50,13.7,13:50,0.0,2017-10-30
Castell, Platja d'Aro,Girona,21.1,12:40,8.3,12:40,0.0,2017-10-30
Sant Pau de Segúries,Girona,20.3,15:00,1.3,15:00,0.0,2017-10-30
Planoles,Girona,19.5,14:10,5.3,14:10,0.0,2017-10-30
Ripoll,Girona,19.5,14:00,1.8,14:00,0.0,2017-10-30
Les Planes d'Hostoles,Girona,23.5,15:10,3.9,15:10,0.0,2017-10-30
Sant Hilari,Girona,19.1,14:50,5.7,14:50,0.0,2017-10-30
Girona,Girona,25.0,13:50,9.0,13:50,0.0,2017-10-30
Porqueres,Girona,24.9,14:40,7.2,14:40,0.0,2017-10-30
L'Estartit,Girona,19.8,15:50,10.5,15:50,0.0,2017-10-30
La Vall de Bianya,Girona,21.9,14:20,4.6,14:20,0.0,2017-10-30
Castelló d'Empúries,Girona,24.2,15:10,6.6,15:10,0.0,2017-10-30
Maçanet de Cabrenys,Girona,23.1,14:40,6.7,14:40,0.0,2017-10-30
Espolla,Girona,24.1,11:50,10.2,11:50,0.0,2017-10-30
Figueres,Girona,23.5,12:30,10.1,12:30,0.0,2017-10-30
La Molina,Girona,14.7,14:00,2.9,14:00,0.0,2017-10-30
Baza,Granada,23.6,16:30,5.8,16:30,0.0,2017-10-30
Dólar,Granada,21.7,15:50,8.2,15:50,0.0,2017-10-30
Granada-Cartuja,Granada,26.3,16:00,10.5,16:00,0.0,2017-10-30
Granada Aeropuerto,Granada,26.7,16:40,7.6,16:40,0.0,2017-10-30
Loja,Granada,24.7,14:50,11.9,14:50,0.0,2017-10-30
Lanjarón,Granada,22.1,14:40,9.6,14:40,0.0,2017-10-30
Salobreña,Granada,24.8,13:40,15.0,13:40,0.0,2017-10-30
Motril,Granada,26.6,10:00,15.2,10:00,0.0,2017-10-30
Motril, Puerto,Granada,28.0,11:20,15.0,11:20,0.0,2017-10-30
Castell de Ferro,Granada,23.4,12:40,16.3,12:40,0.0,2017-10-30
Válor,Granada,22.1,13:20,11.1,13:20,0.0,2017-10-30
Molina de Aragón,Guadalajara,19.7,16:20,-2.8,16:20,0.0,2017-10-30
Zaorejas,Guadalajara,18.7,15:00,1.6,15:00,0.0,2017-10-30
Pastrana,Guadalajara,22.1,15:20,7.9,15:20,0.0,2017-10-30
Pantano el Vado,Guadalajara,23.1,15:00,5.2,15:00,0.0,2017-10-30
Sigüenza,Guadalajara,19.6,15:40,-1.4,15:40,0.0,2017-10-30
Guadalajara,Guadalajara,22.6,15:20,7.2,15:20,0.0,2017-10-30
Brihuega,Guadalajara,20.8,14:40,4.5,14:40,0.0,2017-10-30
El Pedregal,Guadalajara,17.7,14:40,2.2,14:40,0.0,2017-10-30
Aroche,Huelva,28.6,15:40,6.7,15:40,0.0,2017-10-30
El Granado,Huelva,28.9,16:10,9.7,16:10,0.0,2017-10-30
Ayamonte,Huelva,25.0,14:30,11.3,14:30,0.0,2017-10-30
Cartaya,Huelva,24.1,15:00,11.6,15:00,0.0,2017-10-30
Alajar,Huelva,27.7,14:50,13.0,14:50,0.0,2017-10-30
Valverde del Camino,Huelva,27.7,15:40,11.1,15:40,0.0,2017-10-30
El Cerro de Andévalo,Huelva,29.3,16:20,14.1,16:20,0.0,2017-10-30
Alosno, Tharsis,Huelva,28.2,16:10,13.4,16:10,0.0,2017-10-30
El Campillo,Huelva,26.8,16:40,13.7,16:40,0.0,2017-10-30
Villarrasa,Huelva,28.7,15:30,11.9,15:30,0.0,2017-10-30
Huelva, Ronda Este,Huelva,28.4,16:30,12.4,16:30,0.0,2017-10-30
Cala,Huelva,23.4,16:00,10.0,16:00,0.0,2017-10-30
Almonte,Huelva,27.7,14:40,8.8,14:40,0.0,2017-10-30
Moguer, El Arenosillo,Huelva,24.4,12:20,13.6,12:20,0.2,2017-10-30
Canfranc,Huesca,14.4,14:50,7.1,14:50,0.0,2017-10-30
Jaca,Huesca,18.0,14:40,1.2,14:40,0.0,2017-10-30
Valle de Hecho, Hecho,Huesca,18.8,13:20,3.7,13:20,0.0,2017-10-30
Aragüés del Puerto,Huesca,20.2,15:00,5.9,15:00,0.0,2017-10-30
Bailo,Huesca,18.3,14:00,3.4,14:00,0.0,2017-10-30
Biescas,Huesca,18.7,14:30,4.8,14:30,0.0,2017-10-30
Sabiñánigo,Huesca,18.4,14:30,-0.2,14:30,0.0,2017-10-30
Almudévar,Huesca,21.0,15:00,4.8,15:00,0.0,2017-10-30
Sopeira,Huesca,20.5,14:30,5.8,14:30,0.0,2017-10-30
Benabarre,Huesca,17.6,14:10,4.3,14:10,0.0,2017-10-30
Bielsa,Huesca,21.0,12:10,6.1,12:10,0.0,2017-10-30
Ainsa,Huesca,19.0,14:30,4.5,14:30,0.0,2017-10-30
Torla - Depósito,Huesca,23.1,13:20,6.3,13:20,0.0,2017-10-30
Benasque,Huesca,19.7,11:50,12.2,11:50,0.0,2017-10-30
Seira,Huesca,21.1,15:40,1.1,15:40,0.0,2017-10-30
Capella,Huesca,17.8,15:10,3.9,15:10,0.0,2017-10-30
Barbastro,Huesca,22.5,16:10,3.1,16:10,0.0,2017-10-30
Sariñena, Depósito agua,Huesca,21.5,16:00,5.1,16:00,0.0,2017-10-30
Huesca Aeropuerto,Huesca,20.4,15:40,4.7,15:40,0.0,2017-10-30
Huesca,Huesca,20.9,14:50,4.9,14:50,0.0,2017-10-30
Lanaja,Huesca,20.4,15:20,7.0,15:20,0.0,2017-10-30
Ballobar,Huesca,19.9,15:10,5.8,15:10,0.0,2017-10-30
Tamarite de Litera,Huesca,20.7,16:30,3.5,16:30,0.0,2017-10-30
Fraga,Huesca,21.7,17:00,8.4,17:00,0.0,2017-10-30
Escorca, Lluc,Illes Balears,21.1,12:20,8.3,12:20,0.0,2017-10-30
Banyalbufar,Illes Balears,21.3,12:10,15.2,12:10,0.0,2017-10-30
Calvià, Es Capdellà,Illes Balears,23.6,15:30,12.7,15:30,0.2,2017-10-30
Palma, Puerto,Illes Balears,23.6,12:30,15.5,12:30,0.0,2017-10-30
Palma, Universitat,Illes Balears,24.3,13:00,10.0,13:00,0.0,2017-10-30
Sierra de Alfabia, Bunyola,Illes Balears,17.1,13:00,9.3,13:00,0.0,2017-10-30
Marratxí,Illes Balears,23.8,16:00,12.9,16:00,0.0,2017-10-30
Palma de Mallorca, Aeropuerto,Illes Balears,23.3,13:30,10.6,13:30,0.0,2017-10-30
Llucmajor, Cap Blanc,Illes Balears,23.4,12:50,16.3,12:50,0.0,2017-10-30
Llucmajor,Illes Balears,23.3,13:40,12.5,13:40,0.0,2017-10-30
Campos, Can Sion,Illes Balears,24.0,13:30,9.9,13:30,0.0,2017-10-30
Campos, Salines Llevant,Illes Balears,22.8,13:40,9.4,13:40,0.0,2017-10-30
Santanyí,Illes Balears,23.5,13:30,13.3,13:30,0.0,2017-10-30
Portocolom,Illes Balears,24.1,13:10,14.9,13:10,0.0,2017-10-30
Son Servera,Illes Balears,26.9,14:30,11.5,14:30,0.0,2017-10-30
Artà,Illes Balears,24.8,14:20,11.0,14:20,0.0,2017-10-30
Artà-Colònia de Sant Pere,Illes Balears,24.5,14:00,15.6,14:00,0.0,2017-10-30
Muro, S'Albufera,Illes Balears,25.3,14:50,11.2,14:50,0.0,2017-10-30
Manacor,Illes Balears,23.6,13:50,11.5,13:50,0.0,2017-10-30
Sineu,Illes Balears,23.0,12:30,11.9,12:30,0.0,2017-10-30
Santa María del Camí,Illes Balears,23.2,16:40,10.8,16:40,0.0,2017-10-30
Binissalem,Illes Balears,22.8,13:30,9.8,13:30,0.0,2017-10-30
Escorca, Son Torrella,Illes Balears,17.6,11:50,7.2,11:50,0.0,2017-10-30
Sa Pobla,Illes Balears,24.9,14:20,10.6,14:20,0.0,2017-10-30
Pollença,Illes Balears,27.8,12:30,11.4,12:30,0.0,2017-10-30
Port de Pollença,Illes Balears,26.3,13:10,12.2,13:10,0.0,2017-10-30
Es Mercadal,Illes Balears,23.2,12:30,14.8,12:30,0.0,2017-10-30
Ciutadella, Cala Galdana,Illes Balears,23.5,13:10,11.5,13:10,0.0,2017-10-30
Menorca, Aeropuerto,Illes Balears,23.5,14:30,14.2,14:30,0.0,2017-10-30
Sant Joan de Labritja,Illes Balears,21.5,12:30,10.4,12:30,0.8,2017-10-30
Ibiza, Aeropuerto,Illes Balears,21.9,15:20,13.5,15:20,0.5,2017-10-30
Eivissa,Illes Balears,22.4,14:50,13.3,14:50,1.6,2017-10-30
Formentera,Illes Balears,22.4,09:40,14.6,09:40,0.5,2017-10-30
Baeza,Jaén,25.5,15:00,11.3,15:00,0.0,2017-10-30
Torres,Jaén,21.1,14:50,11.4,14:50,0.0,2017-10-30
Villanueva del Arzobispo,Jaén,24.4,15:00,9.3,15:00,0.0,2017-10-30
Santa Elena,Jaén,21.2,15:30,11.3,15:30,0.0,2017-10-30
Jaén,Jaén,23.2,15:30,13.3,15:30,0.0,2017-10-30
Linares,Jaén,23.4,15:20,13.2,15:20,0.0,2017-10-30
Bailén,Jaén,25.5,14:20,11.3,14:20,0.0,2017-10-30
Alcalá La Real,Jaén,22.5,14:10,10.6,14:10,0.0,2017-10-30
Valdezcaray, estación de esquí,La Rioja,10.2,10:40,4.2,10:40,0.8,2017-10-30
Haro,La Rioja,14.6,14:50,6.7,14:50,0.0,2017-10-30
Anguiano,La Rioja,13.1,14:10,2.9,14:10,0.4,2017-10-30
Nájera,La Rioja,15.2,14:20,6.8,14:20,0.0,2017-10-30
Cenicero,La Rioja,16.6,13:30,8.2,13:30,0.0,2017-10-30
Logroño Aeropuerto,La Rioja,18.1,14:40,8.7,14:40,0.0,2017-10-30
Enciso,La Rioja,15.5,13:20,3.3,13:20,0.0,2017-10-30
Alfaro,La Rioja,19.2,14:20,9.7,14:20,0.0,2017-10-30
Tías,Las Palmas,25.3,12:10,16.2,12:10,0.0,2017-10-30
Yaiza Playa Blanca,Las Palmas,25.7,15:50,17.0,15:50,0.0,2017-10-30
Lanzarote Aeropuerto,Las Palmas,26.9,16:30,17.0,16:30,0.0,2017-10-30
Haría,Las Palmas,25.3,14:50,14.9,14:50,0.0,2017-10-30
Tinajo,Las Palmas,23.4,11:50,17.3,11:50,0.0,2017-10-30
Pájara,Las Palmas,32.5,09:10,23.5,09:10,0.0,2017-10-30
Tuineje,Puerto Gran Tarajal,Las Palmas,27.0,16:10,20.9,16:10,0.0,2017-10-30
Antigua,Las Palmas,27.5,13:00,15.4,13:00,0.0,2017-10-30
Fuerteventura Aeropuerto,Las Palmas,24.9,13:50,20.4,13:50,0.0,2017-10-30
La Oliva,Las Palmas,26.1,13:10,17.6,13:10,0.0,2017-10-30
La Oliva, Puerto de Corralejo,Las Palmas,24.6,11:00,20.3,11:00,0.0,2017-10-30
Vega de San Mateo,Las Palmas,21.1,12:30,13.0,12:30,0.0,2017-10-30
Tejeda, Cruz de Tejeda,Las Palmas,22.0,13:30,14.6,13:30,0.0,2017-10-30
Agaete,Las Palmas,27.5,15:20,21.1,15:20,0.0,2017-10-30
La Aldea de San Nicolás,Las Palmas,29.2,13:50,13.4,13:50,0.0,2017-10-30
San Bartolome Tirajana, Cuevas del Pinar,Las Palmas,24.1,12:00,17.4,12:00,0.0,2017-10-30
San Bartolome Tirajana, Lomo Pedro Alfonso,Las Palmas,29.2,13:50,20.8,13:50,0.0,2017-10-30
La Aldea de San Nicolás, Tasarte,Las Palmas,30.2,12:50,18.8,12:50,0.0,2017-10-30
Mogán, Puerto Rico,Las Palmas,28.1,10:10,21.1,10:10,0.0,2017-10-30
San Bartolome Tirajana, Las Tirajanas,Las Palmas,29.2,12:20,17.6,12:20,0.0,2017-10-30
Maspalomas, C. Insular Turismo,Las Palmas,26.8,12:20,20.2,12:20,0.0,2017-10-30
San Bartolome Tirajana, El Matorral,Las Palmas,26.4,11:40,19.7,11:40,0.0,2017-10-30
Agüimes,Las Palmas,30.1,10:50,18.3,10:50,0.0,2017-10-30
Telde, Centro Forestal Doramas,Las Palmas,25.9,11:20,16.1,11:20,0.0,2017-10-30
Gran Canaria Aeropuerto,Las Palmas,25.0,13:20,20.2,13:20,0.0,2017-10-30
Telde, Melenara,Las Palmas,24.5,13:30,19.4,13:30,0.0,2017-10-30
Teror,Las Palmas,28.3,12:10,11.4,12:10,0.0,2017-10-30
Las Palmas de Gran Canaria, Tafira,Las Palmas,24.6,12:00,17.1,12:00,0.0,2017-10-30
Las Palmas de Gran Canaria, San Cristobal,Las Palmas,25.2,11:30,20.0,11:30,0.0,2017-10-30
Las Palmas de Gran Canaria, Pl. de la Feria,Las Palmas,25.2,14:30,21.3,14:30,0.0,2017-10-30
Valleseco,Las Palmas,28.5,14:20,15.8,14:20,0.0,2017-10-30
Arucas,Las Palmas,23.9,12:00,16.8,12:00,0.0,2017-10-30
Maspalomas,Las Palmas,27.2,12:20,18.0,12:20,0.0,2017-10-30
Teguise,Las Palmas,25.2,13:50,19.0,13:50,0.0,2017-10-30
Posada de Valdeón, Soto,León,13.5,15:10,1.1,15:10,0.0,2017-10-30
Villablino,León,20.9,13:30,-0.8,13:30,0.0,2017-10-30
Ponferrada,León,24.6,16:50,4.6,16:50,0.0,2017-10-30
Vega de Espinareda,León,25.8,14:40,5.0,14:40,0.0,2017-10-30
Riaño,León,17.3,14:00,-1.3,14:00,0.0,2017-10-30
Cubillas de Rueda,León,21.0,14:40,-0.1,14:40,0.0,2017-10-30
León, Virgen del Camino,León,21.6,16:20,4.0,16:20,0.0,2017-10-30
Valencia de Don Juan,León,20.5,15:30,1.6,15:30,0.0,2017-10-30
Barrios de Luna, Miñera,León,18.6,11:20,1.7,11:20,0.0,2017-10-30
Quintana del Castillo, Villameca,León,19.0,13:40,5.9,13:40,0.0,2017-10-30
Astorga,León,23.3,15:50,4.0,15:50,0.0,2017-10-30
Bustillo del Páramo,León,21.7,15:30,1.6,15:30,0.0,2017-10-30
Martinet,Lleida,23.3,15:20,-1.5,15:20,0.0,2017-10-30
La Seu d'Urgell,Lleida,22.6,15:30,-0.7,15:30,0.0,2017-10-30
Josa i Tuixén,Lleida,20.3,14:50,1.6,14:50,0.0,2017-10-30
Coll de Nargó,Lleida,16.3,15:50,2.4,15:50,0.0,2017-10-30
Torà,Lleida,16.6,15:40,1.7,15:40,0.0,2017-10-30
Artesa de Segre,Lleida,17.5,15:30,4.1,15:30,0.0,2017-10-30
Talarn,Lleida,21.1,15:20,6.5,15:20,0.0,2017-10-30
Llimiana,Lleida,21.5,16:00,5.7,16:00,0.0,2017-10-30
Granyanella,Lleida,16.2,15:50,6.1,15:50,0.0,2017-10-30
Tàrrega,Lleida,16.3,15:30,5.4,15:30,0.0,2017-10-30
Os de Balaguer,Lleida,18.9,16:20,4.1,16:20,0.0,2017-10-30
Mollerussa,Lleida,18.6,15:40,5.5,15:40,0.0,2017-10-30
Vall de Boí,Lleida,20.8,13:30,5.8,13:30,0.0,2017-10-30
Lleida,Lleida,19.9,16:10,5.9,16:10,0.0,2017-10-30
La Pobla de Cérvoles,Lleida,17.0,14:40,6.7,14:40,0.0,2017-10-30
El Soleràs,Lleida,18.8,16:10,8.1,16:10,0.0,2017-10-30
Naut Aran, Arties,Lleida,16.1,14:20,0.9,14:20,0.0,2017-10-30
Bossòst,Lleida,14.7,14:30,0.7,14:30,0.0,2017-10-30
Cervantes,Lugo,16.4,15:50,5.0,15:50,0.0,2017-10-30
Ribadeo,Lugo,17.4,10:30,11.9,10:30,0.0,2017-10-30
Mondoñedo,Lugo,17.1,11:50,12.9,11:50,0.0,2017-10-30
Burela,Lugo,17.1,11:00,15.6,11:00,0.0,2017-10-30
Lugo Aeropuerto,Lugo,17.8,14:30,8.5,14:30,0.0,2017-10-30
Lugo,Lugo,18.2,13:30,6.6,13:30,0.0,2017-10-30
O Páramo,Lugo,19.1,13:50,4.7,13:50,0.0,2017-10-30
Becerreá,Lugo,14.8,14:40,6.5,14:40,0.0,2017-10-30
O Saviñao,Lugo,18.1,14:40,9.8,14:40,0.0,2017-10-30
Folgoso do Courel,Lugo,19.3,16:40,5.2,16:40,0.0,2017-10-30
Monforte de Lemos,Lugo,23.4,15:40,6.3,15:40,0.0,2017-10-30
Puerto de Navacerrada,Madrid,15.1,13:30,5.9,13:30,0.0,2017-10-30
Rascafría,Madrid,23.2,14:10,-0.2,14:10,0.0,2017-10-30
Buitrago del Lozoya,Madrid,21.6,12:50,2.3,12:50,0.0,2017-10-30
Somosierra,Madrid,15.1,14:40,3.4,14:40,0.0,2017-10-30
Madrid, El Goloso,Madrid,21.2,13:40,4.9,13:40,0.0,2017-10-30
Madrid Aeropuerto,Madrid,24.1,15:40,5.1,15:40,0.0,2017-10-30
Alcala de Henares,Madrid,23.6,14:40,4.1,14:40,0.0,2017-10-30
Arganda del Rey,Madrid,24.7,15:20,6.3,15:20,0.0,2017-10-30
Colmenar Viejo,Madrid,20.7,16:40,8.9,16:40,0.0,2017-10-30
Madrid, Ciudad Universitaria,Madrid,23.7,15:40,4.2,15:40,0.0,2017-10-30
Pozuelo de Alarcón,Madrid,24.8,16:30,3.3,16:30,0.0,2017-10-30
Madrid, Retiro,Madrid,22.1,16:10,10.2,16:10,0.0,2017-10-30
Tielmes,Madrid,23.2,16:10,6.0,16:10,0.0,2017-10-30
Puerto Alto del León,Madrid,13.9,14:00,3.0,14:00,0.0,2017-10-30
Alpedrete,Madrid,25.2,14:40,5.9,14:40,0.0,2017-10-30
Torrelodones,Madrid,23.5,16:00,6.1,16:00,0.0,2017-10-30
Rozas de Puerto Real,Madrid,22.3,15:20,7.7,15:20,0.0,2017-10-30
Robledo de Chavela,Madrid,23.3,14:30,6.7,14:30,0.0,2017-10-30
Valdemorillo,Madrid,22.9,15:50,7.6,15:50,0.0,2017-10-30
Ronda Instituto,Málaga,25.6,15:20,12.7,15:20,0.0,2017-10-30
Cortes de la Frontera,Málaga,23.5,13:30,11.2,13:30,0.0,2017-10-30
Alpandeire,Málaga,24.9,15:20,13.8,15:20,0.0,2017-10-30
Estepona,Málaga,23.6,14:10,16.8,14:10,0.0,2017-10-30
Benahavis,Málaga,21.3,14:10,12.7,14:10,0.0,2017-10-30
Marbella, Puerto,Málaga,23.1,15:40,16.7,15:40,0.0,2017-10-30
Marbella,Málaga,22.1,17:10,18.0,17:10,0.0,2017-10-30
Fuengirola,Málaga,22.4,15:00,18.0,15:00,0.0,2017-10-30
Torremolinos,Málaga,24.2,15:20,16.0,15:20,0.0,2017-10-30
Álora,Málaga,25.7,16:00,14.4,16:00,0.0,2017-10-30
Coín,Málaga,25.1,14:20,14.3,14:20,0.0,2017-10-30
Málaga Aeropuerto,Málaga,24.4,15:40,15.1,15:40,0.0,2017-10-30
Málaga, Centro Meteorológico,Málaga,25.7,14:10,16.3,14:10,0.0,2017-10-30
Málaga, Puerto,Málaga,23.9,12:10,17.3,12:10,0.0,2017-10-30
Rincon de la Victoria,Málaga,25.6,15:20,18.1,15:20,0.0,2017-10-30
Vélez-Málaga,Málaga,26.1,13:50,14.5,13:50,0.0,2017-10-30
Algarrobo,Málaga,23.6,12:10,15.5,12:10,0.0,2017-10-30
Nerja,Málaga,23.8,14:30,16.5,14:30,0.0,2017-10-30
Fuente de Piedra,Málaga,25.5,16:40,12.6,16:40,0.0,2017-10-30
Melilla,Melilla,23.1,12:20,16.5,12:20,0.0,2017-10-30
Águilas,Murcia,23.8,10:50,16.9,10:50,0.2,2017-10-30
Mazarrón,Murcia,24.8,13:20,16.2,13:20,0.0,2017-10-30
Cartagena,Murcia,23.2,11:30,14.1,11:30,0.0,2017-10-30
Fuente Álamo de Murcia,Murcia,24.4,15:20,14.4,15:20,0.0,2017-10-30
Torre-Pacheco,Murcia,25.4,14:40,14.1,14:40,0.0,2017-10-30
San Javier Aeropuerto,Murcia,25.0,12:00,14.9,12:00,0.0,2017-10-30
Moratalla,Murcia,19.9,14:40,9.2,14:40,0.0,2017-10-30
Caravaca de La Cruz,Murcia,23.2,12:20,9.4,12:20,0.0,2017-10-30
Calasparra,Murcia,23.2,16:10,11.7,16:10,0.0,2017-10-30
Bullas,Murcia,21.5,15:00,12.0,15:00,0.0,2017-10-30
Jumilla,Murcia,23.0,14:50,11.0,14:50,0.0,2017-10-30
Archena,Murcia,25.1,15:10,14.0,15:10,0.0,2017-10-30
Mula,Murcia,23.6,16:30,11.7,16:30,0.0,2017-10-30
Murcia,Murcia,26.3,15:30,15.5,15:30,0.0,2017-10-30
Caravaca de La Cruz, Los Royos,Murcia,20.7,14:20,7.1,14:20,0.0,2017-10-30
Lorca, Zarcilla de Ramos,Murcia,22.1,13:40,9.8,13:40,0.0,2017-10-30
Lorca,Murcia,23.6,14:30,12.3,14:30,0.0,2017-10-30
Puerto Lumbreras,Murcia,23.8,14:30,14.4,14:30,0.0,2017-10-30
Totana,Murcia,23.9,14:10,14.8,14:10,0.0,2017-10-30
Alhama de Murcia,Murcia,26.0,14:20,14.2,14:20,0.0,2017-10-30
Molina de Segura,Murcia,23.9,14:10,13.2,14:10,0.0,2017-10-30
Abanilla,Murcia,24.7,15:20,13.5,15:20,0.0,2017-10-30
Yecla,Murcia,22.3,15:30,9.0,15:30,0.0,2017-10-30
Baztan, Irurita,Navarra,15.4,15:00,4.6,15:00,1.1,2017-10-30
Bera,Navarra,16.5,14:40,8.3,14:40,5.6,2017-10-30
Areso,Navarra,13.9,12:50,7.8,12:50,4.6,2017-10-30
Los Arcos,Navarra,19.6,13:10,7.2,13:10,0.0,2017-10-30
Isaba/Izaba,Navarra,15.6,11:20,3.4,11:20,0.0,2017-10-30
Oroz-Betelu/Orotz-Betelu,Navarra,13.7,13:50,8.9,13:50,0.0,2017-10-30
Roncesvalles,Navarra,11.0,13:30,5.7,13:30,4.8,2017-10-30
Navascués/Nabaskoze,Navarra,17.2,15:10,0.9,15:10,0.0,2017-10-30
Cáseda,Navarra,17.8,13:10,9.8,13:10,0.0,2017-10-30
Olite/Erriberri,Navarra,16.9,14:10,10.5,14:10,0.0,2017-10-30
Esteribar, Eugui,Navarra,14.4,12:40,6.7,12:40,1.0,2017-10-30
Monreal/Elo,Navarra,14.7,14:00,8.1,14:00,0.0,2017-10-30
Pamplona Aeropuerto,Navarra,16.3,12:40,9.2,12:40,0.0,2017-10-30
Aranguren, Ilundain,Navarra,15.3,14:20,6.8,14:20,0.0,2017-10-30
Irurtzun,Navarra,15.2,13:30,9.4,13:30,0.4,2017-10-30
Larraga,Navarra,18.0,13:50,7.9,13:50,0.0,2017-10-30
Bardenas Reales, Base Aérea,Navarra,18.5,14:00,10.7,14:00,0.0,2017-10-30
Monteagudo,Navarra,18.4,15:20,11.4,15:20,0.0,2017-10-30
Tudela,Navarra,19.0,14:40,10.6,14:40,0.0,2017-10-30
Luzaide/Valcarlos,Navarra,14.4,13:50,6.8,13:50,4.4,2017-10-30
O Barco de Valdeorras,Ourense,21.3,16:40,5.9,16:40,0.0,2017-10-30
A Pobra de Trives,Ourense,20.5,13:30,5.6,13:30,0.0,2017-10-30
Ourense,Ourense,24.4,16:00,7.2,16:00,0.0,2017-10-30
Beariz,Ourense,23.0,14:00,3.8,14:00,0.0,2017-10-30
Carballiño, O,Ourense,23.9,16:00,4.6,16:00,0.0,2017-10-30
Ribadavia,Ourense,24.3,17:00,6.8,17:00,0.0,2017-10-30
Allariz,Ourense,20.1,15:30,4.3,15:30,0.0,2017-10-30
Xinzo de Limia,Ourense,20.9,14:10,-0.4,14:10,0.0,2017-10-30
Muiños,Ourense,21.7,13:50,6.5,13:50,0.0,2017-10-30
A Gudiña,Ourense,21.3,15:10,8.4,15:10,0.0,2017-10-30
Verín,Ourense,24.7,15:50,3.1,15:50,0.0,2017-10-30
Cervera de Pisuerga,Palencia,18.5,14:00,2.5,14:00,0.0,2017-10-30
Aguilar de Campoo,Palencia,15.2,14:10,1.1,14:10,0.0,2017-10-30
Villaeles de Valdavia,Palencia,17.3,14:10,1.4,14:10,0.0,2017-10-30
Velilla del Río Carrión, Camporredondo de Alba,Palencia,16.7,13:00,4.6,13:00,0.0,2017-10-30
Carrión de los Condes,Palencia,19.2,14:40,1.2,14:40,0.0,2017-10-30
Autilla del Pino,Palencia,17.9,15:00,4.8,15:00,0.0,2017-10-30
Palencia,Palencia,18.9,14:50,3.0,14:50,0.0,2017-10-30
Santervás de la Vega, Villapún,Palencia,19.2,14:50,2.0,14:50,0.0,2017-10-30
Silleda,Pontevedra,23.3,15:10,9.9,15:10,0.0,2017-10-30
A Estrada,Pontevedra,21.8,15:30,8.4,15:30,0.0,2017-10-30
VilagarcÍa de Arousa,Pontevedra,23.3,15:30,13.3,15:30,0.0,2017-10-30
Pontevedra,Pontevedra,22.8,13:50,11.2,13:50,0.0,2017-10-30
A Lama,Pontevedra,23.8,14:00,12.5,14:00,0.0,2017-10-30
Vigo,Pontevedra,26.4,14:10,15.3,14:10,0.0,2017-10-30
A Cañiza,Pontevedra,22.7,14:10,10.6,14:10,0.0,2017-10-30
Ponteareas, Canedo,Pontevedra,26.3,15:50,8.0,15:50,0.0,2017-10-30
O Rosal,Pontevedra,25.9,15:50,15.8,15:50,0.0,2017-10-30
La Covatilla, estación de esquí,Salamanca,13.5,13:40,5.9,13:40,0.0,2017-10-30
Pedrosillo de Los Aires,Salamanca,19.3,15:50,1.2,15:50,0.0,2017-10-30
Pedraza de Alba,Salamanca,18.6,15:30,-0.8,15:30,0.0,2017-10-30
Salamanca,Salamanca,21.5,15:50,4.4,15:50,0.0,2017-10-30
Barbadillo,Salamanca,20.4,15:00,-0.6,15:00,0.0,2017-10-30
Ledesma,Salamanca,19.6,14:40,3.3,14:40,0.0,2017-10-30
